Purchase_ID,Supplier_ID,Book_ID,Purchase_Date,Quantity,UnitPrice
252,3399,54917,2022-10-05,6905,16.24
253,5935,39075,2022-07-08,2627,10.42
254,8672,16009,2023-11-20,5410,31.8
255,53,89557,2022-09-04,7690,23.84
256,6066,48429,2023-03-21,8399,19.0
257,5808,31209,2023-08-09,1418,25.68
258,5754,64747,2023-04-19,2375,11.2
259,5677,23155,2022-08-25,2302,31.95
260,8484,9040,2023-10-27,1671,28.8
261,9391,6074,2023-06-06,8005,21.55
262,7667,42495,2023-11-05,3979,12.36
263,5309,96676,2023-11-08,3772,11.54
264,6711,45235,2023-08-08,7341,27.41
265,7113,41849,2022-05-03,4328,11.75
266,4195,675,2023-07-10,1284,28.59
267,4160,72728,2023-08-23,7729,14.06
268,42,43574,2022-02-22,2567,29.39
269,7080,12646,2023-11-13,1472,39.83
270,3191,86419,2022-06-10,3375,27.98
271,7168,44239,2023-02-12,6020,26.06
272,6346,26229,2022-09-02,3624,30.18
273,9562,99396,2022-09-04,4217,28.46
274,1206,3567,2023-06-23,9771,32.55
275,6928,91995,2022-05-03,4682,20.21
276,7758,18707,2022-12-10,2062,30.38
277,5803,22304,2022-10-06,4419,7.91
278,278,4076,2023-11-09,4362,6.74
279,3511,49847,2023-03-27,2786,39.96
280,9190,23933,2022-09-03,1152,23.83
281,3561,94607,2023-05-24,1525,9.41
282,3846,97368,2022-07-01,9063,7.4
283,6940,95278,2023-09-21,3797,14.34
284,2415,52229,2023-11-05,1549,5.88
285,8955,2837,2023-06-23,8296,17.18
286,8550,35705,2023-02-01,3808,8.43
287,3396,18973,2022-08-14,3001,27.88
288,3593,43521,2023-03-26,2091,34.24
289,6571,15142,2023-01-30,8633,36.08
290,5115,52918,2023-09-08,2879,30.27
291,1821,50075,2023-05-09,4347,39.9
292,4117,68944,2023-09-17,3938,18.33
293,928,85694,2022-03-30,1419,15.27
294,3997,71453,2023-08-22,1816,26.47
295,8553,86217,2022-07-07,5146,7.42
296,7409,30321,2023-10-27,9229,7.66
297,8524,70768,2023-08-30,8464,21.99
298,8365,63685,2022-09-25,6868,6.88
299,9748,10148,2023-01-07,2469,38.98
300,7964,87833,2023-09-21,3884,23.89
301,616,30538,2023-08-16,8869,21.1
302,7894,46604,2023-02-04,4131,29.03
303,9450,60144,2023-04-23,6359,14.24
304,6755,12615,2023-03-03,7761,36.97
305,377,34782,2023-07-26,4786,29.66
306,4760,53851,2022-12-03,3090,30.56
307,9981,74579,2022-12-06,3757,9.93
308,8107,59368,2023-08-04,2677,31.1
309,9332,71537,2022-03-05,6326,32.31
310,2789,41382,2023-12-02,8773,37.47
311,6095,37207,2023-12-19,4261,20.97
312,5012,41966,2023-02-16,8449,31.64
313,6760,65533,2022-03-11,9279,21.17
314,4390,99731,2022-07-04,2347,28.49
315,3762,6183,2022-07-06,8852,30.13
316,8008,32304,2023-06-20,9440,20.26
317,9994,15864,2023-10-14,9569,12.36
318,6298,49678,2022-03-03,9046,24.03
319,1222,8747,2022-03-23,6427,7.07
320,9655,35105,2022-06-09,8674,39.38
321,2545,69298,2023-03-31,2973,35.03
322,5902,77745,2023-09-05,3680,30.83
323,3271,49671,2022-09-02,5373,17.89
324,9036,44152,2023-03-22,3308,30.42
325,675,88776,2023-11-25,1310,22.17
326,328,36486,2023-12-17,5946,5.38
327,1536,54700,2023-09-03,3462,36.82
328,3819,46806,2023-12-04,7480,35.31
329,8578,4142,2023-04-30,3527,36.03
330,9417,3313,2023-12-09,8861,13.65
331,3383,34431,2023-09-25,6383,28.9
332,3214,86060,2023-02-04,10000,34.41
333,8872,24935,2022-10-13,4551,30.55
334,7421,13613,2022-03-29,6003,21.78
335,5765,7979,2023-05-24,3502,37.58
336,398,30086,2022-04-15,2036,15.18
337,2369,64862,2023-09-26,5664,14.78
338,4573,5240,2022-11-23,1609,9.44
339,5977,9019,2023-08-27,1120,30.17
340,6996,89003,2022-12-04,2913,29.74
341,5005,36749,2022-02-07,2533,9.81
342,1881,55675,2022-08-01,8900,30.46
343,2758,95105,2023-04-29,2250,18.19
344,7701,69049,2022-10-07,4871,26.44
345,3641,85269,2022-11-29,4563,26.11
346,3390,71814,2023-11-19,2975,22.3
347,522,42944,2023-01-01,8961,27.57
348,7603,14545,2022-11-10,9807,30.57
349,5756,88272,2023-03-12,7173,16.67
350,982,58915,2023-02-13,4838,15.81
351,7100,47450,2023-03-11,6285,14.08
352,4423,22133,2023-02-13,6783,37.64
353,8752,11335,2023-05-16,2784,39.58
354,9134,60683,2023-06-12,5479,22.2
355,3028,53607,2022-04-05,8495,12.64
356,1086,38461,2022-07-31,3524,29.89
357,2400,78908,2022-09-01,2629,34.07
358,12,52120,2023-06-19,3846,19.63
359,5103,3740,2022-09-29,1232,10.87
360,3678,12613,2023-12-12,4116,37.53
361,7999,75297,2023-12-15,5386,22.78
362,8028,81291,2023-06-14,2744,11.47
363,7314,51931,2022-07-25,3374,18.1
364,7300,35142,2022-05-12,9853,36.71
365,3191,94823,2023-07-22,8595,5.85
366,5175,90264,2022-09-13,1873,14.69
367,2809,66121,2022-09-17,7491,18.14
368,2187,86698,2023-02-27,6095,15.14
369,6922,12484,2023-07-02,8350,32.23
370,3411,82878,2022-05-05,9412,33.28
371,7360,61401,2023-04-18,5345,33.13
372,2499,83146,2022-04-30,8554,5.69
373,9506,23598,2022-01-15,9083,25.05
374,3188,78642,2023-07-18,2055,34.71
375,5254,92249,2023-11-30,6804,31.27
376,8759,99176,2023-10-08,5604,13.17
377,8942,69972,2023-02-18,1404,15.21
378,5737,80408,2023-06-03,2580,31.58
379,2840,27480,2022-09-12,7782,23.0
380,395,43169,2023-02-13,2763,27.79
381,1566,18986,2022-05-22,2451,26.63
382,9446,48724,2022-08-18,2183,25.86
383,517,47029,2023-09-14,9998,10.7
384,2492,40905,2023-12-21,1925,14.17
385,2005,46880,2023-05-04,3659,12.16
386,7167,91065,2022-04-06,8152,29.17
387,4961,94719,2023-07-18,1515,18.91
388,606,90562,2023-02-11,8770,36.91
389,7251,50047,2023-01-27,7596,30.52
390,7013,22870,2023-10-05,9036,22.48
391,3373,79975,2022-07-17,3678,37.03
392,9849,47875,2022-06-26,5054,34.59
393,7362,61206,2022-08-11,7459,28.29
394,418,30955,2022-11-10,2516,27.22
395,9214,54463,2022-09-15,2790,26.94
396,4238,66185,2022-10-09,7862,8.05
397,1081,63415,2022-12-03,6887,27.42
398,7013,16455,2022-11-16,7217,36.71
399,8379,18368,2022-08-29,1401,11.46
400,806,19454,2022-11-22,3797,36.43
401,545,71333,2022-08-01,3064,22.02
402,4412,41931,2022-11-26,8234,34.65
403,7997,89419,2022-07-11,4988,37.52
404,2848,13364,2023-04-16,2302,11.74
405,7371,71446,2022-05-18,9910,29.1
406,1614,47269,2022-11-25,9070,28.04
407,7921,79623,2023-12-22,4489,10.15
408,4794,96148,2022-10-31,5014,32.88
409,5071,30748,2023-05-28,5603,35.79
410,37,3103,2023-04-01,1494,20.93
411,6034,52624,2023-08-01,9738,11.54
412,1141,99255,2023-12-24,4297,22.49
413,333,65738,2022-01-15,1107,22.67
414,8927,82796,2022-01-28,3531,25.45
415,6138,89587,2023-09-01,7989,26.69
416,2062,5493,2023-11-02,4392,25.39
417,7553,68047,2022-03-25,9565,27.23
418,126,15384,2023-08-25,4076,25.82
419,5356,6581,2023-08-27,8575,5.13
420,8833,37245,2023-02-01,1786,29.81
421,5601,24040,2022-07-18,3943,35.72
422,9962,76964,2022-04-06,4182,14.52
423,4648,8502,2022-10-27,9252,36.97
424,1880,96530,2022-03-12,1434,5.59
425,2897,82225,2022-07-14,3143,29.4
426,4930,36573,2022-07-20,7603,23.95
427,8673,49654,2022-08-11,7827,12.16
428,3122,19922,2023-10-25,6039,19.07
429,5271,47078,2023-01-06,8051,39.3
430,5236,95079,2023-10-10,8091,31.5
431,9481,39993,2023-12-05,3476,26.43
432,9323,79853,2022-08-04,4441,15.76
433,7120,75659,2022-04-22,1605,6.69
434,2885,89782,2023-02-10,5067,9.65
435,5492,25038,2023-02-09,3970,23.41
436,9482,10624,2023-08-29,9179,26.72
437,8881,65881,2022-05-20,9606,23.29
438,3534,80845,2022-01-10,6031,11.47
439,4597,23654,2022-09-20,7888,33.31
440,7469,12461,2022-10-06,8412,21.17
441,9027,52880,2022-03-09,8986,27.97
442,2178,45,2022-05-31,8587,32.55
443,5115,19574,2022-01-24,4667,12.7
444,6421,85272,2023-05-12,5503,21.29
445,3600,82320,2023-08-20,8531,30.38
446,4672,92778,2022-07-19,2718,39.73
447,3544,425,2022-06-06,1584,21.79
448,7118,56420,2023-03-09,4396,36.49
449,9280,55574,2023-12-28,6232,9.88
450,9210,76081,2023-05-31,3572,11.02
451,5058,23548,2022-12-09,2228,18.65
452,8883,45418,2022-06-22,6618,9.48
453,1210,65710,2022-04-25,7724,6.16
454,6967,38087,2022-09-20,5211,19.54
455,7070,60,2023-07-21,3500,30.75
456,2325,17535,2023-06-19,5029,29.51
457,3949,24320,2022-03-04,5827,26.52
458,3205,17609,2022-04-20,1523,37.49
459,4233,49628,2023-06-07,5297,10.44
460,4899,13583,2022-12-29,6421,38.03
461,5160,80529,2022-09-18,5392,11.73
462,3050,5716,2022-12-17,8341,35.16
463,3217,66557,2022-06-20,1989,7.25
464,2156,32362,2022-08-05,1963,14.75
465,6355,35012,2022-11-30,5592,18.36
466,749,6031,2023-08-12,8713,8.98
467,3973,87654,2022-06-06,2713,37.99
468,9862,89355,2022-07-26,5993,24.45
469,5075,80848,2023-12-13,3623,10.99
470,8161,30339,2023-10-07,9092,24.25
471,901,760,2023-07-24,4005,19.61
472,9054,49576,2023-08-08,2766,5.71
473,7139,15112,2022-02-20,3060,8.71
474,3867,23180,2023-10-03,9905,33.56
475,5190,14921,2022-11-25,3602,5.71
476,8597,55362,2023-10-13,1778,31.95
477,3973,81493,2022-02-20,1709,24.03
478,9471,72500,2023-04-05,8908,19.68
479,8944,63183,2022-02-23,6664,15.63
480,4547,29504,2022-08-29,5843,30.5
481,821,83118,2023-08-18,9803,26.22
482,8563,35168,2022-04-21,6795,12.62
483,2043,28530,2022-06-15,6406,21.16
484,8513,5841,2022-05-10,2988,32.97
485,9153,3944,2022-06-07,5840,34.78
486,2051,58136,2023-11-17,1370,33.02
487,4572,96013,2022-09-05,8027,9.51
488,4194,32184,2023-12-14,1004,18.22
489,9813,98997,2023-09-05,2379,25.42
490,6694,2536,2023-02-13,4149,14.7
491,2596,36997,2022-05-25,8328,33.36
492,2014,39577,2022-11-26,7008,10.17
493,1677,35256,2022-08-07,1483,7.97
494,5753,4859,2022-01-02,1342,24.92
495,7410,62087,2022-11-12,5902,27.02
496,3202,58640,2022-02-07,4082,14.08
497,7403,68315,2022-09-23,3462,31.83
498,2320,56627,2023-02-09,8859,33.01
499,3391,31848,2023-03-13,1403,25.18
500,6157,70308,2023-09-20,4146,23.78
501,1778,907,2022-01-14,6755,15.71
502,5755,34388,2023-07-10,9824,16.12
503,388,41538,2022-02-12,5990,21.94
504,2259,39340,2022-10-02,8028,35.13
505,7902,33592,2022-02-22,2586,10.87
506,1330,57909,2023-01-24,9469,29.1
507,839,50013,2023-12-13,9891,33.7
508,6,57460,2022-01-13,7946,12.89
509,758,24805,2022-05-08,3052,20.47
510,4086,92996,2023-01-14,6963,16.91
511,4951,60082,2022-01-08,3264,27.27
512,4523,22119,2022-10-23,9161,39.58
513,4124,42665,2023-07-01,8130,7.0
514,7100,86957,2023-08-19,9998,16.98
515,4478,58981,2023-01-05,3068,18.17
516,9040,90331,2022-08-15,9100,37.71
517,7670,58191,2023-10-31,5805,35.76
518,7431,23754,2022-08-08,4556,35.5
519,3352,64823,2023-01-07,4069,19.06
520,8025,62753,2023-05-31,9427,7.02
521,5544,57562,2022-12-23,6097,25.68
522,8221,51361,2022-01-21,8917,20.38
523,3828,59775,2023-12-15,1234,15.74
524,1815,2738,2023-11-07,1245,29.79
525,9891,48748,2023-06-09,6507,34.19
526,5430,32767,2022-07-09,2994,15.64
527,1227,18903,2023-03-04,7502,15.7
528,9540,53196,2022-07-31,9608,14.2
529,6169,22509,2023-12-02,6104,32.45
530,337,31559,2022-11-05,8719,13.56
531,1531,20659,2022-11-18,8579,18.53
532,2513,82665,2022-03-15,8250,39.76
533,4543,21988,2022-12-10,9891,7.57
534,4142,92342,2022-12-22,8864,16.38
535,7811,53318,2022-02-27,5005,25.01
536,8101,31290,2023-03-04,8179,12.12
537,4481,87409,2023-08-18,6658,12.36
538,8920,68488,2022-04-01,4696,31.04
539,4714,5717,2022-11-06,7013,14.75
540,7192,81380,2022-04-07,1466,30.48
541,5798,270,2022-02-23,5369,9.02
542,877,99141,2022-01-18,7360,15.62
543,5875,82442,2022-03-17,2484,8.54
544,7520,1653,2022-04-16,2321,28.83
545,9312,31959,2023-08-26,9579,32.18
546,3230,23510,2022-12-16,2396,8.29
547,42,82011,2023-11-08,8672,18.04
548,6770,36261,2023-02-15,8824,37.4
549,8512,75667,2022-04-14,6851,26.99
550,7163,4099,2022-03-03,3560,19.56
551,6284,60767,2022-05-03,5859,35.29
552,6228,46968,2022-11-16,6595,32.59
553,6108,33833,2023-08-14,1763,35.45
554,6629,98509,2022-08-25,1864,21.39
555,1960,38602,2023-04-08,2900,20.79
556,2848,1171,2023-01-07,4165,7.02
557,7192,90523,2022-01-05,5596,17.22
558,3781,7933,2022-08-01,9779,23.81
559,281,27941,2023-06-05,5577,21.28
560,1092,8766,2022-07-21,7458,27.27
561,5638,25079,2023-07-22,9304,32.43
562,3891,97067,2022-11-18,5462,38.0
563,847,71801,2022-11-07,8570,23.63
564,332,7099,2023-03-30,8199,19.37
565,3167,3548,2023-08-01,4158,31.22
566,294,52828,2023-06-20,9947,36.1
567,5591,7745,2022-03-22,3303,7.53
568,1372,16612,2023-04-26,9999,18.75
569,2976,80466,2023-04-05,8058,13.27
570,4407,33316,2022-11-09,1778,37.81
571,9009,23600,2023-11-28,1963,5.05
572,7491,71445,2022-07-11,8814,7.85
573,9826,20755,2022-11-24,5123,23.34
574,8679,85756,2023-05-14,9335,5.03
575,788,25671,2022-08-19,5685,26.31
576,2388,50163,2022-03-09,6472,38.82
577,5260,72449,2023-05-21,3396,30.98
578,4085,83055,2022-11-30,7784,25.65
579,583,50909,2022-04-06,8921,10.99
580,8802,30794,2023-11-14,3942,18.94
581,8336,90728,2022-10-10,9137,25.36
582,9958,76567,2022-06-23,7165,26.07
583,7880,12874,2023-03-14,7646,5.96
584,3665,82821,2023-03-05,1022,13.69
585,7968,58166,2022-09-14,4458,31.68
586,4988,35568,2023-08-08,3138,33.53
587,8556,52985,2022-04-02,4855,15.01
588,9489,45593,2023-12-06,4267,33.76
589,4495,32402,2023-11-21,1646,26.8
590,8271,68217,2023-12-20,8443,15.19
591,9815,62126,2022-02-27,5528,7.19
592,3759,78967,2023-05-20,7317,19.58
593,4448,99194,2022-11-17,9593,18.71
594,5059,66706,2023-02-13,7424,22.42
595,546,57448,2022-04-13,7760,15.59
596,2523,16990,2023-09-14,3416,19.1
597,382,9899,2022-10-21,9489,8.31
598,3929,16994,2023-07-11,9925,28.65
599,6446,99169,2023-11-02,8976,28.26
600,8960,15483,2022-05-05,1772,37.77
601,6557,27736,2022-04-02,6048,7.56
602,6625,6881,2022-04-24,3903,25.42
603,4039,17194,2023-10-01,4179,14.43
604,8769,87496,2022-09-07,7121,12.26
605,5373,51089,2022-03-24,2930,6.32
606,8671,22340,2023-10-20,6705,25.6
607,6695,43540,2022-11-18,3710,24.34
608,9543,69844,2022-12-05,3700,26.78
609,7190,73996,2022-01-08,3547,34.55
610,1421,19848,2023-02-16,3092,17.55
611,4612,52998,2022-09-07,9716,12.24
612,1206,31414,2023-12-02,3923,14.59
613,9255,85556,2022-01-14,5922,19.87
614,3174,67337,2023-01-10,2306,17.33
615,6007,77448,2023-03-21,6265,33.09
616,2761,88848,2022-11-16,8070,6.77
617,4479,98009,2022-11-20,1501,5.31
618,6192,82449,2023-01-24,1223,30.38
619,1658,44513,2022-12-18,6494,33.51
620,8461,61139,2022-04-25,5847,25.65
621,7003,11881,2022-06-11,7303,32.74
622,4996,15647,2023-12-22,4901,12.75
623,5736,47957,2023-02-27,6455,19.92
624,1664,94667,2022-08-21,4916,7.49
625,1701,83879,2022-09-09,7812,19.21
626,2620,95555,2022-07-29,2411,33.59
627,689,91871,2022-12-06,1867,18.37
628,7535,13432,2023-08-14,9482,9.87
629,6372,52048,2023-09-20,6676,36.82
630,8614,39145,2023-05-04,1585,32.16
631,6093,14569,2023-12-25,9210,27.78
632,3254,70496,2022-07-06,4021,13.39
633,8153,14141,2022-04-26,9366,15.92
634,4472,72052,2023-12-20,9198,19.36
635,7125,37481,2023-08-03,9490,12.6
636,3766,38440,2022-03-23,4044,39.97
